MEAN_LIVE_CORAL,LIVE_CORAL_LAG1,DEAD_CORAL_LAG1,COTS_LAG1,CORAL_TRAJECTORY,YEAR_GAP,DHW_MAX,DHW_MAX_PREV,SSTA_MAX,SSTA_MAX_PREV,LATITUDE,LONGITUDE,SHELF_M,SHELF_O,REEF_ID,REEF_NAME,REPORT_YEAR,SECTOR
13.293,16.118,2.105,0.0,2.9129999999999985,3.0,1.03,0.0,1.64,0.85,-15.558333,145.65,1,0,15077S,15077S,2013,CL
15.915,13.293,2.378,0.366,-2.8249999999999993,2.0,1.45,0.0,1.53,0.98,-15.558333,145.65,1,0,15077S,15077S,2015,CL
37.743,25.0,0.484,0.0,0.2940000000000005,3.0,0.96,0.0,1.99,0.9,-15.608333,145.8,0,1,15080S,RIBBON NO 1 REEF,2001,CL
19.081,37.743,1.528,0.0,12.743000000000002,3.0,2.95,0.17,1.93,1.18,-15.608333,145.8,0,1,15080S,RIBBON NO 1 REEF,2004,CL
21.932,19.081,2.647,0.0,-18.662000000000003,3.0,0.15,0.14,1.35,1.23,-15.608333,145.8,0,1,15080S,RIBBON NO 1 REEF,2007,CL
18.924,20.347,2.083,0.889,-6.363999999999997,3.0,1.99,0.48,1.55,1.78,-15.616667,145.516667,1,0,15081S,ROSSER REEF,2002,CL
19.655,18.924,2.257,0.0,-1.4230000000000018,3.0,0.32,0.89,1.33,1.61,-15.616667,145.516667,1,0,15081S,ROSSER REEF,2005,CL
22.873,19.655,2.5,0.0,0.7310000000000016,2.0,0.0,0.0,1.15,1.08,-15.616667,145.516667,1,0,15081S,ROSSER REEF,2007,CL
30.212,22.873,2.5,0.0,3.218,2.0,0.97,0.0,1.39,0.89,-15.616667,145.516667,1,0,15081S,ROSSER REEF,2009,CL
33.504,30.212,1.822,0.0,7.338999999999999,2.0,0.46,0.66,1.56,1.73,-15.616667,145.516667,1,0,15081S,ROSSER REEF,2011,CL
17.642,19.198,1.84,0.038,0.5620000000000012,3.0,0.0,0.0,0.86,1.22,-15.65,145.716667,1,0,15084S,IRENE REEF,2000,CL
15.45,17.642,2.311,0.038,-1.556000000000001,3.0,0.0,3.49,1.08,1.6,-15.65,145.716667,1,0,15084S,IRENE REEF,2003,CL
18.724,15.45,2.25,0.0,-2.192,3.0,0.0,0.15,1.2,1.16,-15.65,145.716667,1,0,15084S,IRENE REEF,2006,CL
11.7,18.724,2.041,0.0,3.274000000000001,1.0,0.0,0.0,1.31,1.2,-15.65,145.716667,1,0,15084S,IRENE REEF,2007,CL
13.705,15.364,1.682,1.127,3.6640000000000015,2.0,1.31,0.0,1.64,1.0,-15.65,145.716667,1,0,15084S,IRENE REEF,2015,CL
32.583,16.25,0.179,0.0,-3.75,3.0,0.0,0.44,0.9,1.3,-15.65,145.8,0,1,15085S,LENA REEF,2000,CL
21.707,32.583,1.722,0.0,16.333,3.0,0.17,4.3500000000000005,1.18,1.6,-15.65,145.8,0,1,15085S,LENA REEF,2003,CL
38.237,39.128,0.0,0.0,18.73,2.0,0.31,3.3200000000000003,2.56,1.95,-15.65,145.8,0,1,15085S,LENA REEF,2023,CL
22.025,13.231,0.962,0.0,-9.819999999999999,3.0,0.0,0.0,1.25,1.53,-15.75,145.783333,0,1,15088S,RUBY REEF,1999,CA
25.152,22.025,1.056,0.0,8.793999999999999,3.0,3.79,0.99,1.6,2.07,-15.75,145.783333,0,1,15088S,RUBY REEF,2002,CA
24.768,25.152,2.273,0.0,3.1270000000000024,3.0,0.14,1.77,1.13,1.77,-15.75,145.783333,0,1,15088S,RUBY REEF,2005,CA
33.22,24.313,0.875,0.0,-1.0549999999999997,3.0,0.0,0.14,0.98,1.28,-15.791667,145.8,0,1,15090S,ANDERSEN REEF,2000,CA
38.051,33.22,2.576,0.0,8.907,3.0,0.14,3.95,1.05,1.6,-15.791667,145.8,0,1,15090S,ANDERSEN REEF,2003,CA
27.535,31.151,1.316,0.0,3.75,3.0,1.17,0.0,2.09,0.97,-15.825,145.816667,0,1,15092S,RACHEL CARSON REEF,2001,CA
34.359,27.535,1.458,0.0,-3.6159999999999997,3.0,2.08,0.0,1.81,1.05,-15.825,145.816667,0,1,15092S,RACHEL CARSON REEF,2004,CA
30.357,20.579,1.28,0.0,-13.780000000000001,1.0,1.71,6.08,1.55,1.83,-15.825,145.816667,0,1,15092S,RACHEL CARSON REEF,2021,CA
17.095,25.909,1.883,0.117,5.945999999999998,1.0,0.0,0.0,1.51,0.67,-15.875,145.583333,1,0,15093S,PICKERSGILL REEF,1998,CA
22.644,17.095,2.534,0.311,-8.814,1.0,0.0,0.0,1.11,1.51,-15.875,145.583333,1,0,15093S,PICKERSGILL REEF,1999,CA
31.128,22.644,2.443,0.126,5.5489999999999995,1.0,0.0,0.0,0.84,1.11,-15.875,145.583333,1,0,15093S,PICKERSGILL REEF,2000,CA
25.194,31.128,3.021,0.111,8.484000000000002,1.0,0.65,0.0,1.83,0.84,-15.875,145.583333,1,0,15093S,PICKERSGILL REEF,2001,CA
17.388,25.194,2.254,0.099,-5.934000000000001,2.0,0.0,1.18,1.08,1.68,-15.875,145.583333,1,0,15093S,PICKERSGILL REEF,2003,CA
15.617,17.388,2.09,0.0,-7.805999999999997,1.0,0.84,0.0,1.65,1.08,-15.875,145.583333,1,0,15093S,PICKERSGILL REEF,2004,CA
15.0,15.617,2.468,0.0,-1.7710000000000008,2.0,0.0,0.16,1.05,1.27,-15.875,145.583333,1,0,15093S,PICKERSGILL REEF,2006,CA
12.432,15.0,1.667,0.0,-0.6170000000000009,1.0,0.0,0.0,1.1,1.05,-15.875,145.583333,1,0,15093S,PICKERSGILL REEF,2007,CA
17.025,12.432,1.096,0.0,-2.5679999999999996,1.0,0.0,0.0,0.93,1.1,-15.875,145.583333,1,0,15093S,PICKERSGILL REEF,2008,CA
20.25,17.025,2.373,0.0,4.592999999999998,2.0,0.66,1.12,1.73,1.37,-15.875,145.583333,1,0,15093S,PICKERSGILL REEF,2010,CA
22.018,20.25,2.0,0.0,3.2250000000000014,1.0,0.67,0.66,1.54,1.73,-15.875,145.583333,1,0,15093S,PICKERSGILL REEF,2011,CA
17.667,7.928,1.217,0.0,-11.724999999999998,1.0,2.44,0.63,1.67,1.48,-15.875,145.583333,1,0,15093S,PICKERSGILL REEF,2020,CA
34.784,17.667,1.1,0.0,9.739,1.0,0.63,2.44,1.64,1.67,-15.875,145.583333,1,0,15093S,PICKERSGILL REEF,2021,CA
28.553,16.762,0.41,0.0,-1.2149999999999999,3.0,0.0,0.0,0.93,1.27,-15.883333,145.791667,0,1,15094S1,ESCAPE (1),2000,CA
28.75,28.553,2.325,0.0,11.791,3.0,0.0,3.01,1.05,1.68,-15.883333,145.791667,0,1,15094S1,ESCAPE (1),2003,CA
29.949,19.602,2.443,0.182,-12.565000000000001,3.0,0.93,0.0,2.04,0.87,-15.908333,145.658333,1,0,15095S,EVENING REEF,2001,CA
17.766,29.949,2.245,0.0,10.347000000000001,3.0,1.14,0.0,1.62,1.02,-15.908333,145.658333,1,0,15095S,EVENING REEF,2004,CA
17.5,17.766,2.5,0.021,-12.183000000000003,3.0,0.0,0.0,1.07,1.14,-15.908333,145.658333,1,0,15095S,EVENING REEF,2007,CA
25.95,9.412,0.931,0.0,0.1930000000000014,1.0,0.77,2.45,1.59,1.66,-15.908333,145.658333,1,0,15095S,EVENING REEF,2021,CA
28.627,25.95,0.65,0.02,16.537999999999997,1.0,4.09,0.77,1.95,1.59,-15.908333,145.658333,1,0,15095S,EVENING REEF,2022,CA
25.734,21.7,0.9,0.0,0.6129999999999995,3.0,0.15,0.0,1.31,1.48,-15.95,145.816667,0,1,15096S,AGINCOURT REEFS (NO 4),1999,CA
28.159,25.734,1.627,0.0,4.0340000000000025,3.0,3.33,1.2,1.71,2.14,-15.95,145.816667,0,1,15096S,AGINCOURT REEFS (NO 4),2002,CA
23.891,28.159,2.0,0.0,2.424999999999997,3.0,0.14,2.02,1.12,1.7,-15.95,145.816667,0,1,15096S,AGINCOURT REEFS (NO 4),2005,CA
24.844,16.667,2.5,0.0,-16.805,2.0,1.1,0.0,1.34,0.95,-15.975,145.666667,1,0,15098S,MORNING REEF,2009,CA
26.712,22.263,0.862,0.0,-0.134999999999998,3.0,0.0,0.44,0.91,1.34,-15.991667,145.825,0,1,15099A,AGINCOURT REEFS (NO 3),2000,CA
26.094,26.712,2.011,0.457,4.448999999999998,3.0,0.0,3.0700000000000003,1.03,1.78,-15.991667,145.825,0,1,15099A,AGINCOURT REEFS (NO 3),2003,CA
13.621,21.008,0.081,0.0,6.652999999999999,1.0,1.53,1.3,1.94,2.02,-16.05,145.858333,0,1,15099C,AGINCOURT REEFS (NO 1),1996,CA
30.202,13.621,1.034,0.0,-7.386999999999999,1.0,0.0,1.53,0.89,1.94,-16.05,145.858333,0,1,15099C,AGINCOURT REEFS (NO 1),1997,CA
23.047,30.202,0.484,0.0,16.581000000000003,1.0,0.0,0.0,1.46,0.89,-16.05,145.858333,0,1,15099C,AGINCOURT REEFS (NO 1),1998,CA
18.929,23.047,1.484,0.0,-7.155000000000001,1.0,0.47,0.0,1.4,1.46,-16.05,145.858333,0,1,15099C,AGINCOURT REEFS (NO 1),1999,CA
32.339,18.929,0.786,0.0,-4.118000000000002,1.0,0.0,0.47,0.94,1.4,-16.05,145.858333,0,1,15099C,AGINCOURT REEFS (NO 1),2000,CA
35.042,32.339,3.629,0.0,13.41,1.0,1.26,0.0,2.21,0.94,-16.05,145.858333,0,1,15099C,AGINCOURT REEFS (NO 1),2001,CA
28.843,35.042,2.25,0.0,2.703000000000003,1.0,3.24,1.26,1.81,2.21,-16.05,145.858333,0,1,15099C,AGINCOURT REEFS (NO 1),2002,CA
20.167,28.843,2.315,0.0,-6.199000000000002,1.0,0.45,3.24,1.07,1.81,-16.05,145.858333,0,1,15099C,AGINCOURT REEFS (NO 1),2003,CA
27.5,20.167,2.167,0.0,-8.675999999999998,1.0,2.22,0.45,1.7,1.07,-16.05,145.858333,0,1,15099C,AGINCOURT REEFS (NO 1),2004,CA
31.397,27.5,2.424,0.0,7.332999999999998,1.0,0.15,2.22,1.15,1.7,-16.05,145.858333,0,1,15099C,AGINCOURT REEFS (NO 1),2005,CA
17.931,31.397,2.941,0.0,3.8969999999999985,1.0,0.14,0.15,1.14,1.15,-16.05,145.858333,0,1,15099C,AGINCOURT REEFS (NO 1),2006,CA
21.481,17.931,2.5,0.0,-13.465999999999998,1.0,0.0,0.14,0.99,1.14,-16.05,145.858333,0,1,15099C,AGINCOURT REEFS (NO 1),2007,CA
18.716,21.481,1.296,0.0,3.5500000000000007,1.0,0.0,0.0,1.0,0.99,-16.05,145.858333,0,1,15099C,AGINCOURT REEFS (NO 1),2008,CA
14.141,18.716,0.946,0.0,-2.7650000000000006,1.0,1.61,0.0,1.46,1.0,-16.05,145.858333,0,1,15099C,AGINCOURT REEFS (NO 1),2009,CA
23.125,14.141,1.484,0.0,-4.575000000000001,1.0,1.19,1.61,1.92,1.46,-16.05,145.858333,0,1,15099C,AGINCOURT REEFS (NO 1),2010,CA
17.422,23.125,1.597,0.0,8.984,1.0,1.65,1.19,1.82,1.92,-16.05,145.858333,0,1,15099C,AGINCOURT REEFS (NO 1),2011,CA
10.203,17.422,1.406,0.0,-5.702999999999999,1.0,0.16,1.65,1.19,1.82,-16.05,145.858333,0,1,15099C,AGINCOURT REEFS (NO 1),2012,CA
9.015,10.203,0.811,0.0,-7.219000000000001,1.0,1.52,0.16,1.6,1.19,-16.05,145.858333,0,1,15099C,AGINCOURT REEFS (NO 1),2013,CA
11.115,9.015,0.076,0.0,-1.1879999999999988,1.0,0.0,1.52,0.95,1.6,-16.05,145.858333,0,1,15099C,AGINCOURT REEFS (NO 1),2014,CA
11.029,11.115,1.081,0.0,2.0999999999999996,1.0,1.59,0.0,1.56,0.95,-16.05,145.858333,0,1,15099C,AGINCOURT REEFS (NO 1),2015,CA
17.419,11.029,0.368,0.0,-0.0860000000000003,1.0,7.0600000000000005,1.59,2.04,1.56,-16.05,145.858333,0,1,15099C,AGINCOURT REEFS (NO 1),2016,CA
11.603,17.419,0.0,0.0,6.390000000000001,1.0,7.96,7.0600000000000005,2.6,2.04,-16.05,145.858333,0,1,15099C,AGINCOURT REEFS (NO 1),2017,CA
15.391,11.603,7.756,0.0,-5.816000000000001,1.0,0.15,7.96,1.26,2.6,-16.05,145.858333,0,1,15099C,AGINCOURT REEFS (NO 1),2018,CA
10.786,15.391,1.25,0.0,3.7880000000000003,1.0,0.6900000000000001,0.15,1.55,1.26,-16.05,145.858333,0,1,15099C,AGINCOURT REEFS (NO 1),2019,CA
25.078,10.786,1.357,0.0,-4.605,1.0,7.57,0.6900000000000001,1.86,1.55,-16.05,145.858333,0,1,15099C,AGINCOURT REEFS (NO 1),2020,CA
30.993,25.078,0.938,0.0,14.292,1.0,1.07,7.57,1.64,1.86,-16.05,145.858333,0,1,15099C,AGINCOURT REEFS (NO 1),2021,CA
45.313,30.993,0.0,0.0,5.914999999999999,2.0,0.59,4.28,2.64,1.91,-16.05,145.858333,0,1,15099C,AGINCOURT REEFS (NO 1),2023,CA
22.5,25.0,1.944,0.0,-2.0829999999999984,3.0,1.19,0.0,2.17,0.91,-16.013333,145.791667,1,0,16013A,16013A,2001,CA
27.222,22.5,2.5,0.0,-2.5,3.0,1.64,0.0,1.63,0.96,-16.013333,145.791667,1,0,16013A,16013A,2004,CA
21.0,27.222,0.556,0.0,4.722000000000001,3.0,0.0,0.0,1.02,1.13,-16.013333,145.791667,1,0,16013A,16013A,2007,CA
24.375,21.389,2.5,0.0,0.38899999999999935,1.0,0.77,4.71,1.6,1.69,-16.013333,145.791667,1,0,16013A,16013A,2021,CA
43.333,39.286,1.786,0.0,-4.256,3.0,1.23,0.0,2.19,0.93,-16.013333,145.8,1,0,16013B,16013B,2001,CA
23.333,43.333,2.5,0.0,4.046999999999997,3.0,1.85,0.14,1.6,1.02,-16.013333,145.8,1,0,16013B,16013B,2004,CA
47.143,23.333,2.5,0.0,-20.0,3.0,0.0,0.0,1.01,1.15,-16.013333,145.8,1,0,16013B,16013B,2007,CA
64.531,25.357,1.786,0.0,-21.786,1.0,0.78,5.96,1.62,1.78,-16.013333,145.8,1,0,16013B,16013B,2021,CA
8.125,20.625,3.75,0.25,-14.375,3.0,1.23,0.0,2.19,0.93,-16.03,145.803333,1,0,16013C,16013C,2001,CA
6.25,8.125,2.5,0.0,-12.5,3.0,1.85,0.14,1.6,1.02,-16.03,145.803333,1,0,16013C,16013C,2004,CA
8.75,6.25,2.5,0.0,-1.875,3.0,0.0,0.0,1.01,1.15,-16.03,145.803333,1,0,16013C,16013C,2007,CA
22.5,3.75,0.625,0.0,-5.0,1.0,0.78,5.96,1.62,1.78,-16.03,145.803333,1,0,16013C,16013C,2021,CA
28.25,30.25,1.625,0.1,-5.185000000000002,1.0,1.37,1.44,1.99,1.99,-16.05,145.65,1,0,16015S,MACKAY REEF,1996,CA
27.031,28.25,2.125,0.05,-2.0,2.0,0.0,0.0,1.45,0.64,-16.05,145.65,1,0,16015S,MACKAY REEF,1998,CA
19.3,27.031,2.604,0.5,-1.2190000000000012,1.0,0.0,0.0,1.17,1.45,-16.05,145.65,1,0,16015S,MACKAY REEF,1999,CA
29.948,19.3,3.0,0.28,-7.730999999999998,1.0,0.0,0.0,0.85,1.17,-16.05,145.65,1,0,16015S,MACKAY REEF,2000,CA
19.091,29.948,2.5,0.0,10.648,1.0,0.91,0.0,2.0,0.85,-16.05,145.65,1,0,16015S,MACKAY REEF,2001,CA
20.341,19.091,2.386,0.0,-10.857,1.0,1.32,0.91,1.82,2.0,-16.05,145.65,1,0,16015S,MACKAY REEF,2002,CA
12.619,20.341,2.5,0.0,1.25,1.0,0.0,1.32,1.03,1.82,-16.05,145.65,1,0,16015S,MACKAY REEF,2003,CA
18.58,12.619,2.5,0.0,-7.722000000000001,1.0,0.84,0.0,1.66,1.03,-16.05,145.65,1,0,16015S,MACKAY REEF,2004,CA
18.409,18.58,2.159,0.0,5.9609999999999985,1.0,0.16,0.84,1.21,1.66,-16.05,145.65,1,0,16015S,MACKAY REEF,2005,CA
21.364,18.409,1.818,0.0,-0.17099999999999937,1.0,0.0,0.16,1.0,1.21,-16.05,145.65,1,0,16015S,MACKAY REEF,2006,CA
24.605,21.364,1.818,0.0,2.955000000000002,1.0,0.0,0.0,1.09,1.0,-16.05,145.65,1,0,16015S,MACKAY REEF,2007,CA
21.957,24.605,1.316,0.0,3.2409999999999997,1.0,0.0,0.0,1.01,1.09,-16.05,145.65,1,0,16015S,MACKAY REEF,2008,CA
26.146,21.957,2.391,0.0,-2.6479999999999997,1.0,1.1,0.0,1.33,1.01,-16.05,145.65,1,0,16015S,MACKAY REEF,2009,CA
27.727,26.146,2.917,0.0,4.189,1.0,0.71,1.1,1.89,1.33,-16.05,145.65,1,0,16015S,MACKAY REEF,2010,CA
30.435,27.727,2.273,0.0,1.5809999999999995,1.0,0.84,0.71,1.64,1.89,-16.05,145.65,1,0,16015S,MACKAY REEF,2011,CA
33.25,30.435,2.283,0.0,2.7079999999999984,2.0,1.47,0.0,1.61,0.95,-16.05,145.65,1,0,16015S,MACKAY REEF,2013,CA
14.583,33.25,2.4,0.2,2.8150000000000013,2.0,0.8,0.0,1.45,0.93,-16.05,145.65,1,0,16015S,MACKAY REEF,2015,CA
14.643,14.583,2.188,1.0,-18.667,1.0,2.75,0.8,1.84,1.45,-16.05,145.65,1,0,16015S,MACKAY REEF,2016,CA
13.696,14.643,0.0,0.0,0.0600000000000005,1.0,9.13,2.75,2.73,1.84,-16.05,145.65,1,0,16015S,MACKAY REEF,2017,CA
10.435,13.696,2.174,0.0,-0.947000000000001,2.0,0.65,0.0,1.47,1.4,-16.05,145.65,1,0,16015S,MACKAY REEF,2019,CA
32.228,10.435,1.087,0.0,-3.2609999999999992,2.0,0.32,2.98,1.55,1.72,-16.05,145.65,1,0,16015S,MACKAY REEF,2021,CA
44.946,32.228,1.304,0.0,21.793,1.0,4.14,0.32,1.87,1.55,-16.05,145.65,1,0,16015S,MACKAY REEF,2022,CA
32.031,44.946,0.326,0.0,12.717999999999996,1.0,0.47,4.14,2.9,1.87,-16.05,145.65,1,0,16015S,MACKAY REEF,2023,CA
15.833,17.647,2.5,1.0,-23.026000000000003,3.0,0.0,2.35,1.0,1.9,-16.083333,145.725,1,0,16017S,16017S,2003,CA
32.031,31.75,2.167,0.0,15.917,3.0,0.91,1.12,1.95,1.34,-16.083333,145.725,1,0,16017S,16017S,2010,CA
20.147,32.031,2.813,0.0,0.2809999999999988,3.0,1.46,0.0,1.52,1.04,-16.083333,145.725,1,0,16017S,16017S,2013,CA
19.355,15.32,0.727,0.0,-2.963000000000001,1.0,0.0,1.33,0.8300000000000001,1.79,-16.108333,145.833333,0,1,16019S,ST CRISPIN REEF,1997,CA
14.781,19.355,0.342,0.0,4.035,1.0,0.0,0.0,1.48,0.8300000000000001,-16.108333,145.833333,0,1,16019S,ST CRISPIN REEF,1998,CA
14.812,14.781,0.625,0.0,-4.574,1.0,0.49,0.0,1.42,1.48,-16.108333,145.833333,0,1,16019S,ST CRISPIN REEF,1999,CA
24.889,14.812,1.129,0.0,0.030999999999998806,1.0,0.0,0.49,0.93,1.42,-16.108333,145.833333,0,1,16019S,ST CRISPIN REEF,2000,CA
20.503,24.889,2.556,0.189,10.077,1.0,1.24,0.0,2.24,0.93,-16.108333,145.833333,0,1,16019S,ST CRISPIN REEF,2001,CA
13.879,20.503,1.925,0.0,-4.385999999999999,1.0,2.77,1.24,1.92,2.24,-16.108333,145.833333,0,1,16019S,ST CRISPIN REEF,2002,CA
11.875,13.879,1.379,0.0,-6.6240000000000006,1.0,0.15,2.77,1.04,1.92,-16.108333,145.833333,0,1,16019S,ST CRISPIN REEF,2003,CA
10.517,11.875,2.083,0.0,-2.0039999999999996,1.0,1.69,0.15,1.61,1.04,-16.108333,145.833333,0,1,16019S,ST CRISPIN REEF,2004,CA
11.221,10.517,1.868,0.0,-1.3580000000000005,1.0,0.15,1.69,1.17,1.61,-16.108333,145.833333,0,1,16019S,ST CRISPIN REEF,2005,CA
12.593,11.221,1.308,0.0,0.7040000000000006,1.0,0.0,0.15,1.1,1.17,-16.108333,145.833333,0,1,16019S,ST CRISPIN REEF,2006,CA
12.907,12.593,1.512,0.0,1.3719999999999999,1.0,0.0,0.0,0.97,1.1,-16.108333,145.833333,0,1,16019S,ST CRISPIN REEF,2007,CA
14.353,12.907,0.783,0.0,0.31400000000000006,1.0,0.0,0.0,0.99,0.97,-16.108333,145.833333,0,1,16019S,ST CRISPIN REEF,2008,CA
15.753,14.353,1.324,0.0,1.4459999999999997,1.0,1.17,0.0,1.39,0.99,-16.108333,145.833333,0,1,16019S,ST CRISPIN REEF,2009,CA
13.943,15.753,0.994,0.0,1.4000000000000004,1.0,0.95,1.17,1.97,1.39,-16.108333,145.833333,0,1,16019S,ST CRISPIN REEF,2010,CA
15.736,13.943,1.34,0.0,-1.8100000000000005,1.0,1.57,0.95,1.8,1.97,-16.108333,145.833333,0,1,16019S,ST CRISPIN REEF,2011,CA
13.294,15.736,1.917,0.0,1.793000000000001,1.0,0.15,1.57,1.13,1.8,-16.108333,145.833333,0,1,16019S,ST CRISPIN REEF,2012,CA
12.983,13.294,1.385,0.0,-2.442,1.0,1.61,0.15,1.51,1.13,-16.108333,145.833333,0,1,16019S,ST CRISPIN REEF,2013,CA
14.832,12.983,0.824,0.0,-0.31099999999999994,1.0,0.0,1.61,1.01,1.51,-16.108333,145.833333,0,1,16019S,ST CRISPIN REEF,2014,CA
18.831,14.832,1.494,0.012,1.8490000000000002,1.0,1.4,0.0,1.57,1.01,-16.108333,145.833333,0,1,16019S,ST CRISPIN REEF,2015,CA
20.882,18.831,0.968,0.0,3.9989999999999988,1.0,5.82,1.4,2.05,1.57,-16.108333,145.833333,0,1,16019S,ST CRISPIN REEF,2016,CA
7.946,20.882,0.0,0.0,2.051000000000002,1.0,8.58,5.82,2.53,2.05,-16.108333,145.833333,0,1,16019S,ST CRISPIN REEF,2017,CA
6.361,7.946,8.036,0.0,-12.936000000000002,1.0,0.0,8.58,1.29,2.53,-16.108333,145.833333,0,1,16019S,ST CRISPIN REEF,2018,CA
7.661,6.361,0.806,0.0,-1.585,1.0,0.66,0.0,1.51,1.29,-16.108333,145.833333,0,1,16019S,ST CRISPIN REEF,2019,CA
8.174,7.661,0.806,0.0,1.2999999999999998,1.0,6.34,0.66,1.77,1.51,-16.108333,145.833333,0,1,16019S,ST CRISPIN REEF,2020,CA
21.677,8.174,0.506,0.0,0.5129999999999999,1.0,0.6,6.34,1.7,1.77,-16.108333,145.833333,0,1,16019S,ST CRISPIN REEF,2021,CA
14.942,21.677,0.152,0.0,13.503,2.0,0.46,4.5,2.81,1.9,-16.108333,145.833333,0,1,16019S,ST CRISPIN REEF,2023,CA
13.038,11.007,0.784,0.0,4.377,1.0,1.26,2.76,1.96,2.1,-16.125,145.666667,1,0,16020A,UNDINE REEF (WEST),1995,CA
13.023,24.275,1.9,0.06,-12.304000000000002,3.0,0.29,0.14,1.27,1.48,-16.2,145.7,1,0,16023S,RUDDER REEF,1999,CA
10.698,13.023,3.14,1.116,-11.251999999999999,3.0,2.2,1.48,1.95,2.17,-16.2,145.7,1,0,16023S,RUDDER REEF,2002,CA
15.781,10.698,1.86,0.0,-2.3249999999999993,3.0,0.47,1.18,1.26,1.76,-16.2,145.7,1,0,16023S,RUDDER REEF,2005,CA
18.171,15.781,1.25,0.0,5.083,2.0,0.0,0.14,1.06,1.05,-16.2,145.7,1,0,16023S,RUDDER REEF,2007,CA
10.438,12.938,1.938,0.025,-23.311999999999998,3.0,0.15,2.83,1.09,1.95,-16.208333,145.8,1,0,16024S,CHINAMAN REEF(16024),2003,CA
25.116,16.061,1.061,0.0,5.622999999999999,3.0,1.19,1.2,2.12,1.39,-16.208333,145.8,1,0,16024S,CHINAMAN REEF(16024),2010,CA
20.163,25.116,2.326,0.0,9.055,3.0,1.47,0.14,1.47,1.1,-16.208333,145.8,1,0,16024S,CHINAMAN REEF(16024),2013,CA
29.925,17.86,0.959,0.0,-4.961000000000002,1.0,0.0,1.21,0.8,1.73,-16.216667,145.891667,0,1,16025S2,OPAL (2),1997,CA
18.162,29.925,0.633,0.012,12.065000000000001,1.0,0.0,0.0,1.5,0.8,-16.216667,145.891667,0,1,16025S2,OPAL (2),1998,CA
24.943,18.162,1.471,0.0,-11.763000000000002,1.0,0.55,0.0,1.55,1.5,-16.216667,145.891667,0,1,16025S2,OPAL (2),1999,CA
25.321,24.943,1.629,0.0,6.781000000000002,1.0,0.0,0.55,0.92,1.55,-16.216667,145.891667,0,1,16025S2,OPAL (2),2000,CA
13.346,25.321,3.786,2.0,0.3780000000000001,1.0,1.27,0.0,2.29,0.92,-16.216667,145.891667,0,1,16025S2,OPAL (2),2001,CA
16.439,13.346,2.5,0.088,-11.975000000000001,1.0,2.82,1.27,1.9,2.29,-16.216667,145.891667,0,1,16025S2,OPAL (2),2002,CA
9.556,16.439,1.932,0.182,3.093,1.0,0.3,2.82,1.12,1.9,-16.216667,145.891667,0,1,16025S2,OPAL (2),2003,CA
13.538,9.556,1.25,0.0,-6.883000000000001,1.0,1.69,0.3,1.54,1.12,-16.216667,145.891667,0,1,16025S2,OPAL (2),2004,CA
11.688,13.538,2.154,0.0,3.982000000000001,1.0,0.46,1.69,1.24,1.54,-16.216667,145.891667,0,1,16025S2,OPAL (2),2005,CA
15.854,11.688,1.786,0.0,-1.8499999999999996,1.0,0.0,0.46,1.09,1.24,-16.216667,145.891667,0,1,16025S2,OPAL (2),2006,CA
18.162,15.854,1.677,0.0,4.165999999999999,1.0,0.0,0.0,0.9,1.09,-16.216667,145.891667,0,1,16025S2,OPAL (2),2007,CA
17.353,18.162,1.581,0.0,2.308,2.0,1.65,0.0,1.42,1.05,-16.216667,145.891667,0,1,16025S2,OPAL (2),2009,CA
22.071,17.353,1.029,0.0,-0.8089999999999975,2.0,1.57,1.33,1.83,2.1,-16.216667,145.891667,0,1,16025S2,OPAL (2),2011,CA
18.038,22.071,2.052,0.0,4.718,2.0,1.46,0.15,1.47,1.13,-16.216667,145.891667,0,1,16025S2,OPAL (2),2013,CA
20.865,18.038,0.846,0.0,-4.033000000000001,2.0,1.42,0.0,1.61,1.03,-16.216667,145.891667,0,1,16025S2,OPAL (2),2015,CA
16.74,20.865,1.423,0.0,2.826999999999998,2.0,9.45,5.82,2.52,2.06,-16.216667,145.891667,0,1,16025S2,OPAL (2),2017,CA
7.8,16.74,12.635,0.0,-4.125,2.0,0.65,0.0,1.51,1.3,-16.216667,145.891667,0,1,16025S2,OPAL (2),2019,CA
11.282,7.8,0.933,0.0,-8.939999999999998,2.0,0.88,7.4,1.81,1.88,-16.216667,145.891667,0,1,16025S2,OPAL (2),2021,CA
4.034,5.577,0.538,0.0,-2.4559999999999995,3.0,0.54,0.16,1.53,1.49,-16.316667,145.816667,1,0,16026S2,TONGUE (2),1999,CA
4.035,4.034,0.739,0.068,-1.5430000000000001,3.0,2.73,1.67,1.95,2.26,-16.316667,145.816667,1,0,16026S2,TONGUE (2),2002,CA
2.794,4.035,1.14,0.018,0.001000000000000334,3.0,0.51,1.19,1.38,1.63,-16.316667,145.816667,1,0,16026S2,TONGUE (2),2005,CA
3.468,2.794,0.331,0.0,-1.241,2.0,0.0,0.14,0.96,1.06,-16.316667,145.816667,1,0,16026S2,TONGUE (2),2007,CA
30.043,29.569,1.81,0.0,3.811,1.0,0.0,1.48,0.48,1.72,-16.383333,145.566667,0,0,16028S,LOW ISLANDS REEF,1997,CA
