MEAN_LIVE_CORAL,LIVE_CORAL_LAG1,DEAD_CORAL_LAG1,COTS_LAG1,CORAL_TRAJECTORY,YEAR_GAP,DHW_MAX,DHW_MAX_PREV,SSTA_MAX,SSTA_MAX_PREV,LATITUDE,LONGITUDE,SHELF_M,SHELF_O,REEF_ID,REEF_NAME,REPORT_YEAR,SECTOR
5.962,8.828,1.406,0.0,2.8659999999999997,1.0,0.8,1.57,1.22,1.66,-18.483333,146.883333,1,0,18032S,RIB REEF,2006,TO
7.586,5.962,0.673,0.0,-2.8659999999999997,1.0,0.0,0.8,1.5,1.22,-18.483333,146.883333,1,0,18032S,RIB REEF,2007,TO
14.091,7.586,0.0,0.0,1.6240000000000006,1.0,0.0,0.0,1.24,1.5,-18.483333,146.883333,1,0,18032S,RIB REEF,2008,TO
19.044,14.091,1.515,0.0,6.504999999999999,1.0,0.99,0.0,1.39,1.24,-18.483333,146.883333,1,0,18032S,RIB REEF,2009,TO
25.393,19.044,0.882,0.0,4.953000000000001,1.0,1.64,0.99,2.37,1.39,-18.483333,146.883333,1,0,18032S,RIB REEF,2010,TO
7.847,25.393,1.143,0.0,6.349,1.0,0.96,1.64,1.55,2.37,-18.483333,146.883333,1,0,18032S,RIB REEF,2011,TO
9.118,7.847,1.667,0.0,-17.546,1.0,1.26,0.96,1.33,1.55,-18.483333,146.883333,1,0,18032S,RIB REEF,2012,TO
21.107,9.118,1.912,0.0,1.271,1.0,2.17,1.26,2.07,1.33,-18.483333,146.883333,1,0,18032S,RIB REEF,2013,TO
30.214,21.107,1.143,0.029,11.988999999999999,1.0,0.0,2.17,0.87,2.07,-18.483333,146.883333,1,0,18032S,RIB REEF,2014,TO
45.526,30.214,2.357,0.0,9.107,1.0,3.0500000000000003,0.0,1.86,0.87,-18.483333,146.883333,1,0,18032S,RIB REEF,2015,TO
54.393,45.526,2.5,0.053,15.312000000000005,1.0,2.5,3.0500000000000003,1.98,1.86,-18.483333,146.883333,1,0,18032S,RIB REEF,2016,TO
28.088,54.393,1.857,0.143,8.866999999999997,1.0,7.44,2.5,2.46,1.98,-18.483333,146.883333,1,0,18032S,RIB REEF,2017,TO
13.447,28.088,22.831,1.118,-26.305,1.0,0.0,7.44,1.1,2.46,-18.483333,146.883333,1,0,18032S,RIB REEF,2018,TO
13.882,13.447,2.727,5.909,-14.641000000000002,1.0,0.0,0.0,1.18,1.1,-18.483333,146.883333,1,0,18032S,RIB REEF,2019,TO
8.047,13.882,1.447,0.0,0.4350000000000005,1.0,5.11,0.0,2.14,1.18,-18.483333,146.883333,1,0,18032S,RIB REEF,2020,TO
10.0,8.047,0.703,0.0,-5.834999999999999,1.0,0.0,5.11,1.45,2.14,-18.483333,146.883333,1,0,18032S,RIB REEF,2021,TO
24.441,10.0,1.014,0.0,1.9529999999999994,1.0,5.2,0.0,2.23,1.45,-18.483333,146.883333,1,0,18032S,RIB REEF,2022,TO
21.694,24.441,0.724,0.0,14.440999999999999,1.0,1.66,5.2,2.66,2.23,-18.483333,146.883333,1,0,18032S,RIB REEF,2023,TO
27.857,18.563,0.625,0.0,-10.572000000000003,1.0,1.2,2.17,1.78,2.22,-18.266667,147.391667,0,1,18034S,MYRMIDON REEF,1995,TO
23.342,27.857,0.816,0.0,9.294,1.0,0.72,1.2,1.58,1.78,-18.266667,147.391667,0,1,18034S,MYRMIDON REEF,1996,TO
20.061,23.342,0.217,0.0,-4.515000000000001,1.0,0.0,0.72,0.62,1.58,-18.266667,147.391667,0,1,18034S,MYRMIDON REEF,1997,TO
30.897,20.061,1.707,0.0,-3.280999999999999,1.0,0.65,0.0,1.25,0.62,-18.266667,147.391667,0,1,18034S,MYRMIDON REEF,1998,TO
25.814,30.897,1.902,0.022,10.835999999999999,1.0,0.93,0.65,1.2,1.25,-18.266667,147.391667,0,1,18034S,MYRMIDON REEF,1999,TO
19.837,25.814,1.977,0.0,-5.082999999999998,1.0,0.0,0.93,0.3,1.2,-18.266667,147.391667,0,1,18034S,MYRMIDON REEF,2000,TO
25.136,19.837,2.228,0.0,-5.977,1.0,2.57,0.0,2.02,0.3,-18.266667,147.391667,0,1,18034S,MYRMIDON REEF,2001,TO
19.0,25.136,2.391,0.0,5.2989999999999995,1.0,3.82,2.57,1.66,2.02,-18.266667,147.391667,0,1,18034S,MYRMIDON REEF,2002,TO
20.294,19.0,2.5,0.0,-6.135999999999999,1.0,0.29,3.82,1.19,1.66,-18.266667,147.391667,0,1,18034S,MYRMIDON REEF,2003,TO
29.375,20.294,2.5,0.0,1.2940000000000005,2.0,1.45,4.03,1.34,1.9,-18.266667,147.391667,0,1,18034S,MYRMIDON REEF,2005,TO
12.34,29.375,0.815,0.0,9.081,2.0,0.0,0.95,1.32,1.19,-18.266667,147.391667,0,1,18034S,MYRMIDON REEF,2007,TO
7.8,4.944,0.889,0.0,-7.396,2.0,1.14,1.11,1.58,1.31,-18.266667,147.391667,0,1,18034S,MYRMIDON REEF,2013,TO
7.386,7.8,0.8,0.0,2.856,2.0,3.45,0.0,1.65,1.04,-18.266667,147.391667,0,1,18034S,MYRMIDON REEF,2015,TO
14.279,7.386,0.0,0.0,-0.4139999999999997,2.0,7.46,7.24,2.18,2.15,-18.266667,147.391667,0,1,18034S,MYRMIDON REEF,2017,TO
24.122,14.279,2.692,0.0,6.893,2.0,0.0,0.46,1.05,1.28,-18.266667,147.391667,0,1,18034S,MYRMIDON REEF,2019,TO
17.65,24.122,0.0,0.0,9.843,1.0,8.3,0.0,2.18,1.05,-18.266667,147.391667,0,1,18034S,MYRMIDON REEF,2020,TO
38.375,17.65,1.95,0.0,-6.472000000000001,1.0,0.15,8.3,1.25,2.18,-18.266667,147.391667,0,1,18034S,MYRMIDON REEF,2021,TO
45.875,38.375,1.1,0.0,20.725,1.0,6.3,0.15,2.11,1.25,-18.266667,147.391667,0,1,18034S,MYRMIDON REEF,2022,TO
49.016,45.875,1.4,0.0,7.5,1.0,1.6,6.3,2.54,2.11,-18.266667,147.391667,0,1,18034S,MYRMIDON REEF,2023,TO
14.625,15.714,1.012,0.0,1.5679999999999996,1.0,0.79,1.7,1.39,1.62,-18.416667,147.458333,0,1,18039S,DIP REEF,1996,TO
15.268,14.625,0.563,0.0,-1.0890000000000004,1.0,0.0,0.79,0.51,1.39,-18.416667,147.458333,0,1,18039S,DIP REEF,1997,TO
19.556,15.268,1.31,0.0,0.6430000000000007,1.0,1.06,0.0,1.25,0.51,-18.416667,147.458333,0,1,18039S,DIP REEF,1998,TO
13.75,19.556,1.667,0.0,4.288,1.0,0.94,1.06,1.2,1.25,-18.416667,147.458333,0,1,18039S,DIP REEF,1999,TO
20.854,13.75,1.364,0.0,-5.806000000000001,1.0,0.0,0.94,0.28,1.2,-18.416667,147.458333,0,1,18039S,DIP REEF,2000,TO
18.333,20.854,2.256,0.0,7.103999999999999,1.0,2.32,0.0,1.91,0.28,-18.416667,147.458333,0,1,18039S,DIP REEF,2001,TO
16.755,18.333,2.0,0.0,-2.521000000000001,1.0,2.58,2.32,1.58,1.91,-18.416667,147.458333,0,1,18039S,DIP REEF,2002,TO
19.528,16.755,2.713,0.0,-1.5779999999999994,1.0,0.16,2.58,1.21,1.58,-18.416667,147.458333,0,1,18039S,DIP REEF,2003,TO
18.864,19.528,2.444,0.0,2.7729999999999997,1.0,3.52,0.16,1.78,1.21,-18.416667,147.458333,0,1,18039S,DIP REEF,2004,TO
24.714,18.864,2.841,0.0,-0.6639999999999979,1.0,1.01,3.52,1.54,1.78,-18.416667,147.458333,0,1,18039S,DIP REEF,2005,TO
17.151,24.714,2.5,0.0,5.849999999999998,2.0,0.0,0.62,1.15,1.13,-18.416667,147.458333,0,1,18039S,DIP REEF,2007,TO
12.965,12.159,1.648,0.0,3.8900000000000006,2.0,6.8,6.28,2.18,2.15,-18.416667,147.458333,0,1,18039S,DIP REEF,2017,TO
16.806,12.965,3.605,0.0,0.8059999999999992,2.0,0.0,0.45,1.11,1.24,-18.416667,147.458333,0,1,18039S,DIP REEF,2019,TO
22.304,16.806,0.722,0.0,3.841000000000001,2.0,0.0,7.1000000000000005,1.22,2.07,-18.416667,147.458333,0,1,18039S,DIP REEF,2021,TO
26.397,22.304,0.98,0.0,5.4979999999999976,1.0,5.6000000000000005,0.0,1.94,1.22,-18.416667,147.458333,0,1,18039S,DIP REEF,2022,TO
33.011,26.397,0.539,0.0,4.093,1.0,1.44,5.6000000000000005,2.47,1.94,-18.416667,147.458333,0,1,18039S,DIP REEF,2023,TO
28.092,24.261,1.364,0.0,8.351999999999999,2.0,0.98,0.8200000000000001,2.07,1.38,-18.433333,147.066667,1,0,18042S,ROXBURGH REEF,2010,TO
6.5,28.092,1.711,0.0,3.8309999999999995,2.0,1.08,1.5,1.19,1.6,-18.433333,147.066667,1,0,18042S,ROXBURGH REEF,2012,TO
13.095,6.5,0.75,0.0,-21.592,2.0,0.0,1.94,0.8,1.54,-18.433333,147.066667,1,0,18042S,ROXBURGH REEF,2014,TO
15.9,13.095,0.952,0.0,6.595000000000001,2.0,5.0,2.98,2.18,1.71,-18.433333,147.066667,1,0,18042S,ROXBURGH REEF,2016,TO
25.06,15.9,2.7,0.0,2.8049999999999997,2.0,0.15,7.54,1.18,2.5,-18.433333,147.066667,1,0,18042S,ROXBURGH REEF,2018,TO
34.674,25.06,1.786,0.0,9.159999999999998,2.0,6.5200000000000005,0.0,2.06,1.1,-18.433333,147.066667,1,0,18042S,ROXBURGH REEF,2020,TO
31.65,34.674,1.087,0.0,9.614,3.0,1.78,5.7700000000000005,2.49,2.17,-18.433333,147.066667,1,0,18042S,ROXBURGH REEF,2023,TO
2.663,6.343,2.87,4.333,-11.762,3.0,0.79,1.16,1.19,1.41,-18.5,147.033333,1,0,18043S,FORE AND AFT REEF,2006,TO
3.854,2.663,0.163,0.0,-3.68,2.0,0.0,0.0,1.26,1.48,-18.5,147.033333,1,0,18043S,FORE AND AFT REEF,2008,TO
8.883,3.462,1.01,0.0,-0.3919999999999999,2.0,0.0,1.85,0.8200000000000001,1.67,-18.5,147.033333,1,0,18043S,FORE AND AFT REEF,2014,TO
24.769,8.883,0.532,0.021,5.420999999999999,2.0,3.3200000000000003,3.01,2.12,1.74,-18.5,147.033333,1,0,18043S,FORE AND AFT REEF,2016,TO
25.991,24.769,2.593,0.0,15.886,2.0,0.0,7.16,1.13,2.46,-18.5,147.033333,1,0,18043S,FORE AND AFT REEF,2018,TO
23.135,14.857,0.857,0.0,4.180999999999999,1.0,5.44,0.0,2.28,0.39,-18.675,146.516667,0,0,18053S,FANTOME (EUMILLI) ISLAND REEF,1998,TO
7.321,23.135,1.667,0.0,8.278000000000002,2.0,0.0,1.01,0.49,1.47,-18.675,146.516667,0,0,18053S,FANTOME (EUMILLI) ISLAND REEF,2000,TO
4.795,7.321,1.027,0.0,-15.814000000000002,1.0,0.67,0.0,2.37,0.49,-18.675,146.516667,0,0,18053S,FANTOME (EUMILLI) ISLAND REEF,2001,TO
4.068,4.795,0.171,0.0,-2.526,2.0,0.14,2.09,1.97,1.5,-18.675,146.516667,0,0,18053S,FANTOME (EUMILLI) ISLAND REEF,2003,TO
13.182,48.295,1.136,0.0,6.911000000000001,1.0,5.4,0.0,2.39,0.39,-18.85,146.541667,0,0,18065S,HAVANNAH REEF,1998,TO
4.231,13.182,24.848,0.0,-35.113,1.0,0.49,5.4,1.33,2.39,-18.85,146.541667,0,0,18065S,HAVANNAH REEF,1999,TO
5.078,4.231,1.731,0.0,-8.951,1.0,0.0,0.49,0.61,1.33,-18.85,146.541667,0,0,18065S,HAVANNAH REEF,2000,TO
5.0,5.078,1.406,0.0,0.8470000000000004,1.0,0.49,0.0,2.4,0.61,-18.85,146.541667,0,0,18065S,HAVANNAH REEF,2001,TO
4.138,5.0,0.385,0.0,-0.07800000000000029,1.0,2.28,0.49,1.59,2.4,-18.85,146.541667,0,0,18065S,HAVANNAH REEF,2002,TO
8.5,4.138,0.69,0.0,-0.8620000000000001,1.0,0.14,2.28,2.11,1.59,-18.85,146.541667,0,0,18065S,HAVANNAH REEF,2003,TO
12.375,8.5,1.25,0.0,4.362,2.0,0.68,0.77,1.43,1.56,-18.85,146.541667,0,0,18065S,HAVANNAH REEF,2005,TO
7.5,12.375,0.75,0.0,3.875,1.0,0.97,0.68,1.38,1.43,-18.85,146.541667,0,0,18065S,HAVANNAH REEF,2006,TO
10.759,7.5,0.726,0.0,-4.875,1.0,0.0,0.97,1.31,1.38,-18.85,146.541667,0,0,18065S,HAVANNAH REEF,2007,TO
13.621,10.759,0.179,0.0,3.2590000000000003,1.0,0.0,0.0,0.85,1.31,-18.85,146.541667,0,0,18065S,HAVANNAH REEF,2008,TO
8.333,13.621,0.172,0.0,2.862,1.0,0.0,0.0,1.6,0.85,-18.85,146.541667,0,0,18065S,HAVANNAH REEF,2009,TO
10.202,8.333,1.583,0.0,-5.288,2.0,1.07,0.67,1.64,2.0,-18.85,146.541667,0,0,18065S,HAVANNAH REEF,2011,TO
8.472,10.202,0.645,0.0,1.8689999999999998,2.0,1.98,1.8,1.69,1.38,-18.85,146.541667,0,0,18065S,HAVANNAH REEF,2013,TO
20.304,20.642,0.574,0.0,7.856999999999999,1.0,0.15,2.97,1.4,2.82,-18.633333,147.058333,1,0,18075S,JOHN BREWER REEF,1996,TO
22.437,20.304,1.143,0.0,-0.33800000000000097,1.0,0.0,0.15,0.66,1.4,-18.633333,147.058333,1,0,18075S,JOHN BREWER REEF,1997,TO
29.55,22.437,1.709,0.025,2.1330000000000027,1.0,3.0,0.0,2.07,0.66,-18.633333,147.058333,1,0,18075S,JOHN BREWER REEF,1998,TO
20.296,29.55,2.5,0.0,7.1129999999999995,1.0,0.47,3.0,1.32,2.07,-18.633333,147.058333,1,0,18075S,JOHN BREWER REEF,1999,TO
23.801,20.296,2.5,0.0,-9.254000000000001,1.0,0.0,0.47,0.49,1.32,-18.633333,147.058333,1,0,18075S,JOHN BREWER REEF,2000,TO
14.786,23.801,2.568,0.11,3.504999999999999,1.0,1.15,0.0,2.24,0.49,-18.633333,147.058333,1,0,18075S,JOHN BREWER REEF,2001,TO
11.686,14.786,2.857,1.671,-9.014999999999999,1.0,1.88,1.15,1.87,2.24,-18.633333,147.058333,1,0,18075S,JOHN BREWER REEF,2002,TO
3.013,11.686,6.017,2.349,-3.0999999999999996,1.0,0.0,1.88,1.35,1.87,-18.633333,147.058333,1,0,18075S,JOHN BREWER REEF,2003,TO
2.872,3.013,2.404,4.397,-8.673,1.0,1.31,0.0,1.32,1.35,-18.633333,147.058333,1,0,18075S,JOHN BREWER REEF,2004,TO
2.905,2.872,1.858,0.0,-0.14100000000000001,1.0,1.05,1.31,1.51,1.32,-18.633333,147.058333,1,0,18075S,JOHN BREWER REEF,2005,TO
2.882,2.905,0.304,0.0,0.03299999999999992,2.0,0.0,0.29,1.56,1.05,-18.633333,147.058333,1,0,18075S,JOHN BREWER REEF,2007,TO
2.803,2.882,0.0,0.0,-0.022999999999999687,1.0,0.0,0.0,1.17,1.56,-18.633333,147.058333,1,0,18075S,JOHN BREWER REEF,2008,TO
3.882,2.803,0.114,0.0,-0.07900000000000018,1.0,0.48,0.0,1.35,1.17,-18.633333,147.058333,1,0,18075S,JOHN BREWER REEF,2009,TO
4.93,3.882,0.118,0.0,1.0790000000000002,2.0,1.41,1.01,1.6,2.3000000000000003,-18.633333,147.058333,1,0,18075S,JOHN BREWER REEF,2011,TO
16.164,4.93,0.458,0.0,1.0479999999999996,2.0,1.74,0.47,1.75,1.18,-18.633333,147.058333,1,0,18075S,JOHN BREWER REEF,2013,TO
34.516,16.164,1.351,0.011,11.234000000000002,2.0,2.17,0.0,1.77,0.8200000000000001,-18.633333,147.058333,1,0,18075S,JOHN BREWER REEF,2015,TO
43.075,34.516,2.375,0.013,18.351999999999997,1.0,1.92,2.17,2.01,1.77,-18.633333,147.058333,1,0,18075S,JOHN BREWER REEF,2016,TO
37.753,43.075,2.471,0.0,8.559000000000005,1.0,5.7,1.92,2.39,2.01,-18.633333,147.058333,1,0,18075S,JOHN BREWER REEF,2017,TO
17.703,37.753,4.595,0.014,-5.322000000000003,2.0,0.0,0.0,1.1,1.03,-18.633333,147.058333,1,0,18075S,JOHN BREWER REEF,2019,TO
13.333,17.703,1.977,0.035,-20.05,1.0,4.21,0.0,2.16,1.1,-18.633333,147.058333,1,0,18075S,JOHN BREWER REEF,2020,TO
23.906,13.333,1.467,0.0,-4.369999999999999,1.0,0.0,4.21,1.47,2.16,-18.633333,147.058333,1,0,18075S,JOHN BREWER REEF,2021,TO
23.225,23.906,2.125,0.0,10.572999999999999,1.0,5.07,0.0,2.2,1.47,-18.633333,147.058333,1,0,18075S,JOHN BREWER REEF,2022,TO
25.688,23.225,1.08,0.0,-0.6809999999999974,1.0,1.45,5.07,2.64,2.2,-18.633333,147.058333,1,0,18075S,JOHN BREWER REEF,2023,TO
27.232,24.554,1.429,0.0,19.554,3.0,0.48,3.16,1.31,1.65,-18.633333,147.3,1,0,18076S,HELIX REEF,1999,TO
31.346,27.232,2.5,0.0,2.678000000000001,3.0,3.22,1.39,1.73,2.02,-18.633333,147.3,1,0,18076S,HELIX REEF,2002,TO
39.417,31.346,2.5,0.077,4.114000000000001,1.0,0.0,3.22,1.15,1.73,-18.633333,147.3,1,0,18076S,HELIX REEF,2003,TO
37.188,39.417,2.5,0.0,8.071000000000002,2.0,0.81,2.08,1.25,1.51,-18.633333,147.3,1,0,18076S,HELIX REEF,2005,TO
33.971,37.188,2.5,0.625,-2.228999999999999,1.0,0.0,0.81,1.01,1.25,-18.633333,147.3,1,0,18076S,HELIX REEF,2006,TO
17.833,33.971,2.5,0.941,-3.217000000000006,2.0,0.0,0.0,1.05,1.4,-18.633333,147.3,1,0,18076S,HELIX REEF,2008,TO
20.917,17.833,0.5,0.0,-16.137999999999998,2.0,0.92,0.61,2.0,1.29,-18.633333,147.3,1,0,18076S,HELIX REEF,2010,TO
4.643,20.917,2.5,0.0,3.084000000000003,2.0,0.6,1.13,1.14,1.54,-18.633333,147.3,1,0,18076S,HELIX REEF,2012,TO
19.773,4.643,1.25,0.0,-16.274,2.0,0.0,0.98,0.78,1.4,-18.633333,147.3,1,0,18076S,HELIX REEF,2014,TO
21.111,19.773,1.136,0.0,15.129999999999999,2.0,2.92,2.4,1.98,1.73,-18.633333,147.3,1,0,18076S,HELIX REEF,2016,TO
42.656,21.111,2.5,0.0,1.338000000000001,2.0,0.14,5.54,1.15,2.39,-18.633333,147.3,1,0,18076S,HELIX REEF,2018,TO
49.25,42.656,2.188,0.0,21.544999999999998,2.0,5.78,0.0,2.1,1.33,-18.633333,147.3,1,0,18076S,HELIX REEF,2020,TO
53.603,49.25,2.0,0.0,6.594000000000001,3.0,1.14,5.13,2.59,2.02,-18.633333,147.3,1,0,18076S,HELIX REEF,2023,TO
7.955,10.867,2.296,0.082,-7.7109999999999985,3.0,0.0,0.97,1.0,1.38,-18.633333,147.425,1,0,18077S,GRUB REEF(18077),2006,TO
9.451,7.955,1.42,0.136,-2.912000000000001,2.0,0.0,0.0,1.01,1.26,-18.633333,147.425,1,0,18077S,GRUB REEF(18077),2008,TO
3.696,3.631,0.238,0.0,-5.82,2.0,0.0,0.81,0.74,1.28,-18.633333,147.425,1,0,18077S,GRUB REEF(18077),2014,TO
10.222,3.696,0.217,0.0,0.06500000000000039,2.0,3.6,2.36,1.91,1.75,-18.633333,147.425,1,0,18077S,GRUB REEF(18077),2016,TO
9.05,10.222,2.389,0.022,6.526,2.0,0.15,5.55,1.19,2.35,-18.633333,147.425,1,0,18077S,GRUB REEF(18077),2018,TO
12.843,9.05,0.8,0.0,-1.1719999999999988,2.0,5.8500000000000005,0.0,2.06,1.37,-18.633333,147.425,1,0,18077S,GRUB REEF(18077),2020,TO
19.286,24.583,2.5,0.074,-2.1060000000000016,3.0,0.14,0.8300000000000001,1.02,1.42,-18.583333,147.558333,0,1,18081S,KNIFE REEF,2006,TO
21.293,19.286,2.5,0.143,-5.296999999999997,2.0,0.0,0.0,1.03,1.02,-18.583333,147.558333,0,1,18081S,KNIFE REEF,2008,TO
25.278,21.293,1.724,0.0,2.006999999999998,2.0,0.95,1.43,1.58,1.32,-18.583333,147.558333,0,1,18081S,KNIFE REEF,2010,TO
2.679,25.278,1.204,0.0,3.9849999999999994,2.0,1.3,2.26,1.25,1.43,-18.583333,147.558333,0,1,18081S,KNIFE REEF,2012,TO
10.804,2.679,1.071,0.0,-22.599,2.0,0.0,1.23,0.72,1.29,-18.583333,147.558333,0,1,18081S,KNIFE REEF,2014,TO
19.375,10.804,0.893,0.0,8.125,2.0,4.94,2.49,1.85,1.65,-18.583333,147.558333,0,1,18081S,KNIFE REEF,2016,TO
14.464,19.375,3.929,0.0,8.571,2.0,0.16,6.15,1.22,2.16,-18.583333,147.558333,0,1,18081S,KNIFE REEF,2018,TO
28.78,14.464,0.536,0.0,-4.911,2.0,6.3500000000000005,0.0,2.06,1.22,-18.583333,147.558333,0,1,18081S,KNIFE REEF,2020,TO
48.911,28.78,2.619,0.0,14.316,2.0,5.24,0.0,1.85,1.29,-18.583333,147.558333,0,1,18081S,KNIFE REEF,2022,TO
4.485,16.774,1.371,0.0,-3.8290000000000006,2.0,1.28,2.09,1.25,1.42,-18.616667,147.558333,0,1,18083S,FORK REEF,2012,TO
9.015,4.485,0.0,0.0,-12.289000000000001,2.0,0.0,0.97,0.73,1.34,-18.616667,147.558333,0,1,18083S,FORK REEF,2014,TO
17.667,9.015,0.833,0.03,4.53,2.0,4.36,2.34,1.87,1.7,-18.616667,147.558333,0,1,18083S,FORK REEF,2016,TO
22.929,17.667,2.667,0.033,8.652000000000001,2.0,0.15,5.33,1.19,2.17,-18.616667,147.558333,0,1,18083S,FORK REEF,2018,TO
35.811,22.929,0.571,0.143,5.261999999999997,2.0,5.96,0.0,2.04,1.24,-18.616667,147.558333,0,1,18083S,FORK REEF,2020,TO
18.718,16.477,0.852,0.0,-3.6479999999999997,1.0,0.16,1.79,1.29,1.91,-18.658333,147.708333,0,1,18086S,CHICKEN REEF,1996,TO
13.188,18.718,0.577,0.0,2.2409999999999997,1.0,0.0,0.16,0.53,1.29,-18.658333,147.708333,0,1,18086S,CHICKEN REEF,1997,TO
25.462,13.188,0.813,0.0,-5.529999999999999,1.0,0.15,0.0,1.21,0.53,-18.658333,147.708333,0,1,18086S,CHICKEN REEF,1998,TO
18.83,25.462,2.228,0.0,12.274,1.0,0.46,0.15,1.27,1.21,-18.658333,147.708333,0,1,18086S,CHICKEN REEF,1999,TO
18.537,18.83,2.5,0.0,-6.6320000000000014,1.0,0.0,0.46,0.49,1.27,-18.658333,147.708333,0,1,18086S,CHICKEN REEF,2000,TO
20.145,18.537,2.012,0.024,-0.29299999999999926,1.0,1.17,0.0,1.82,0.49,-18.658333,147.708333,0,1,18086S,CHICKEN REEF,2001,TO
19.613,20.145,1.86,0.0,1.6080000000000005,1.0,1.61,1.17,1.42,1.82,-18.658333,147.708333,0,1,18086S,CHICKEN REEF,2002,TO
19.096,19.613,2.619,0.0,-0.532,1.0,0.14,1.61,1.13,1.42,-18.658333,147.708333,0,1,18086S,CHICKEN REEF,2003,TO
8.564,19.096,2.606,3.957,-0.5169999999999995,1.0,2.59,0.14,1.76,1.13,-18.658333,147.708333,0,1,18086S,CHICKEN REEF,2004,TO
7.926,8.564,3.032,2.511,-10.532,1.0,0.65,2.59,1.29,1.76,-18.658333,147.708333,0,1,18086S,CHICKEN REEF,2005,TO
9.643,7.926,1.915,3.915,-0.6379999999999999,1.0,0.0,0.65,0.98,1.29,-18.658333,147.708333,0,1,18086S,CHICKEN REEF,2006,TO
7.866,9.643,1.286,0.0,1.7170000000000005,1.0,0.0,0.0,0.96,0.98,-18.658333,147.708333,0,1,18086S,CHICKEN REEF,2007,TO
6.0,7.866,1.402,0.0,-1.777000000000001,1.0,0.0,0.0,1.03,0.96,-18.658333,147.708333,0,1,18086S,CHICKEN REEF,2008,TO
11.968,6.0,0.438,0.0,-1.8659999999999997,1.0,1.34,0.0,1.38,1.03,-18.658333,147.708333,0,1,18086S,CHICKEN REEF,2009,TO
11.218,11.968,1.383,0.0,5.968,1.0,0.8300000000000001,1.34,1.63,1.38,-18.658333,147.708333,0,1,18086S,CHICKEN REEF,2010,TO
3.354,11.218,1.154,0.0,-0.75,1.0,1.62,0.8300000000000001,1.42,1.63,-18.658333,147.708333,0,1,18086S,CHICKEN REEF,2011,TO
2.622,3.354,0.61,0.0,-7.864,1.0,1.63,1.62,1.28,1.42,-18.658333,147.708333,0,1,18086S,CHICKEN REEF,2012,TO
5.449,2.622,0.061,0.0,-0.7320000000000002,1.0,0.86,1.63,1.47,1.28,-18.658333,147.708333,0,1,18086S,CHICKEN REEF,2013,TO
6.221,5.449,1.026,0.0,2.827,1.0,0.0,0.86,0.72,1.47,-18.658333,147.708333,0,1,18086S,CHICKEN REEF,2014,TO
9.722,6.221,0.116,0.0,0.7720000000000002,1.0,2.34,0.0,1.59,0.72,-18.658333,147.708333,0,1,18086S,CHICKEN REEF,2015,TO
11.359,9.722,1.722,0.0,3.5009999999999994,1.0,4.1,2.34,2.03,1.59,-18.658333,147.708333,0,1,18086S,CHICKEN REEF,2016,TO
14.62,11.359,2.391,0.0,1.6370000000000005,1.0,5.36,4.1,2.26,2.03,-18.658333,147.708333,0,1,18086S,CHICKEN REEF,2017,TO
18.587,14.62,1.685,0.0,3.2609999999999992,1.0,0.0,5.36,1.09,2.26,-18.658333,147.708333,0,1,18086S,CHICKEN REEF,2018,TO
22.104,18.587,1.522,0.0,3.9670000000000005,2.0,6.5200000000000005,0.0,2.03,1.21,-18.658333,147.708333,0,1,18086S,CHICKEN REEF,2020,TO
32.306,22.104,1.402,0.0,3.5169999999999995,1.0,0.0,6.5200000000000005,1.37,2.03,-18.658333,147.708333,0,1,18086S,CHICKEN REEF,2021,TO
38.804,32.306,2.056,0.0,10.201999999999998,1.0,5.45,0.0,1.97,1.37,-18.658333,147.708333,0,1,18086S,CHICKEN REEF,2022,TO
35.806,38.804,1.63,0.0,6.498000000000005,1.0,0.65,5.45,2.34,1.97,-18.658333,147.708333,0,1,18086S,CHICKEN REEF,2023,TO
5.351,14.792,2.292,0.0,-1.8059999999999992,3.0,0.0,0.86,0.98,1.45,-18.725,147.541667,1,0,18088S,CENTIPEDE REEF,2006,TO
5.833,5.351,1.491,1.825,-9.440999999999999,2.0,0.0,0.0,1.01,1.16,-18.725,147.541667,1,0,18088S,CENTIPEDE REEF,2008,TO
5.776,5.833,0.57,0.0,0.4820000000000002,2.0,0.71,0.47,1.74,1.24,-18.725,147.541667,1,0,18088S,CENTIPEDE REEF,2010,TO
12.5,14.886,2.614,0.0,9.11,2.0,0.0,4.68,1.12,2.27,-18.725,147.541667,1,0,18088S,CENTIPEDE REEF,2018,TO
14.216,12.5,1.94,0.017,-2.3859999999999992,2.0,5.46,0.0,2.03,1.35,-18.725,147.541667,1,0,18088S,CENTIPEDE REEF,2020,TO
26.359,44.583,1.905,0.0,23.822,1.0,0.51,2.45,1.4,1.39,-18.808333,147.525,1,0,18095S,WHEELER REEF,1999,TO
43.333,26.359,2.5,0.0,-18.223999999999997,2.0,0.55,0.0,1.87,0.5700000000000001,-18.808333,147.525,1,0,18095S,WHEELER REEF,2001,TO
34.688,43.333,2.5,0.0,16.973999999999997,1.0,3.04,0.55,1.6,1.87,-18.808333,147.525,1,0,18095S,WHEELER REEF,2002,TO
40.25,34.688,2.5,0.0,-8.644999999999996,1.0,0.0,3.04,1.25,1.6,-18.808333,147.525,1,0,18095S,WHEELER REEF,2003,TO
42.386,40.25,2.5,0.0,5.561999999999998,1.0,1.9,0.0,1.49,1.25,-18.808333,147.525,1,0,18095S,WHEELER REEF,2004,TO
