scene_id,scene_href,datetime,bbox_lon_min,bbox_lat_min,bbox_lon_max,bbox_lat_max
S1C_IW_GRDH_1SDV_20251001T094716_20251001T094746_004367_008A7D,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T094716_20251001T094746_004367_008A7D_C71F/measurement/iw-vv.tiff,2025-10-01T09:47:31.477921Z,125.421761,5.641169,128.007111,7.867305
S1A_IW_GRDH_1SDV_20251001T094459_20251001T094524_061230_07A2F0,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T094459_20251001T094524_061230_07A2F0_F20D/measurement/iw-vv.tiff,2025-10-01T09:45:12.179755Z,-60.79511600000001,6.064244,-58.214923999999996,8.037724
S1A_IW_GRDH_1SDV_20251001T094434_20251001T094459_061230_07A2F0,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T094434_20251001T094459_061230_07A2F0_9C99/measurement/iw-vv.tiff,2025-10-01T09:44:47.179631Z,-60.49003999999999,7.576394,-57.90399600000001,9.545958
S1A_IW_GRDH_1SDV_20251001T094409_20251001T094434_061230_07A2F0,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T094409_20251001T094434_061230_07A2F0_0D7F/measurement/iw-vv.tiff,2025-10-01T09:44:22.179505Z,-60.188931,9.088745,-57.593433000000005,11.054327
S1A_IW_GRDH_1SDV_20251001T094344_20251001T094409_061230_07A2F0,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T094344_20251001T094409_061230_07A2F0_2D1D/measurement/iw-vv.tiff,2025-10-01T09:43:57.179381Z,-59.889832,10.601111,-57.282871,12.562546
S1A_IW_GRDH_1SDV_20251001T094315_20251001T094344_061230_07A2F0,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T094315_20251001T094344_061230_07A2F0_0C99/measurement/iw-vv.tiff,2025-10-01T09:43:30.163872Z,-59.592411,12.113241,-56.921818,14.313898
S1C_IW_GRDH_1SDV_20251001T091152_20251001T091228_004366_008A7C,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T091152_20251001T091228_004366_008A7C_8F98/measurement/iw-vv.tiff,2025-10-01T09:12:10.616400Z,-70.315865,-56.436878,-65.23159,-53.548477
S1C_IW_GRDH_1SDV_20251001T090754_20251001T090811_004366_008A7B,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T090754_20251001T090811_004366_008A7B_B8A0/measurement/iw-vv.tiff,2025-10-01T09:08:02.978979Z,-61.603458,-41.545895,-58.17972900000001,-39.79052
S1C_IW_GRDH_1SDV_20251001T090729_20251001T090754_004366_008A7B,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T090729_20251001T090754_004366_008A7B_3E0F/measurement/iw-vv.tiff,2025-10-01T09:07:41.701472Z,-61.162041,-40.507122,-57.633286,-38.323112
S1C_IW_GRDH_1SDV_20251001T090704_20251001T090729_004366_008A7B,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T090704_20251001T090729_004366_008A7B_E80A/measurement/iw-vv.tiff,2025-10-01T09:07:16.701273Z,-60.55681200000001,-39.025455,-57.10797099999999,-36.852192
S1C_IW_GRDH_1SDV_20251001T090639_20251001T090704_004366_008A7B,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T090639_20251001T090704_004366_008A7B_B476/measurement/iw-vv.tiff,2025-10-01T09:06:51.701068Z,-59.976428999999996,-37.541134,-56.600941000000006,-35.378307
S1C_IW_GRDH_1SDV_20251001T090614_20251001T090639_004366_008A7B,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T090614_20251001T090639_004366_008A7B_735B/measurement/iw-vv.tiff,2025-10-01T09:06:26.700868Z,-59.41786999999999,-36.054596,-56.11211,-33.901321
S1C_IW_GRDH_1SDV_20251001T090549_20251001T090614_004366_008A7B,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T090549_20251001T090614_004366_008A7B_0090/measurement/iw-vv.tiff,2025-10-01T09:06:01.700661Z,-58.880802,-34.565662,-55.63993500000001,-32.421486
S1A_IW_GRDH_1SDV_20251001T085627_20251001T085652_061229_07A2EC,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T085627_20251001T085652_061229_07A2EC_DB52/measurement/iw-vv.tiff,2025-10-01T08:56:39.715373Z,139.72346500000003,-3.448493,142.282867,-1.466713
S1A_IW_GRDH_1SDV_20251001T085602_20251001T085627_061229_07A2EC,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T085602_20251001T085627_061229_07A2EC_B4F6/measurement/iw-vv.tiff,2025-10-01T08:56:14.838398Z,140.04675299999997,-4.955256,142.630249,-2.957591
S1A_IW_GRDH_1SDV_20251001T085447_20251001T085512_061229_07A2EC,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T085447_20251001T085512_061229_07A2EC_FD8F/measurement/iw-vv.tiff,2025-10-01T08:54:59.838374Z,141.022217,-9.492605,143.61654699999997,-7.476028
S1A_IW_GRDH_1SDV_20251001T085422_20251001T085447_061229_07A2EC,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T085422_20251001T085447_061229_07A2EC_3C4A/measurement/iw-vv.tiff,2025-10-01T08:54:34.838119Z,141.355911,-11.002124,143.96455400000002,-8.980646
S1A_IW_GRDH_1SDV_20251001T085353_20251001T085422_061229_07A2EC,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T085353_20251001T085422_061229_07A2EC_0512/measurement/iw-vv.tiff,2025-10-01T08:54:07.837190Z,141.69377099999997,-12.752394,144.375992,-10.484525
S1C_IW_GRDH_1SDV_20251001T081916_20251001T081952_004366_008A78,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T081916_20251001T081952_004366_008A78_A150/measurement/iw-vv.tiff,2025-10-01T08:19:34.730721Z,141.22785899999997,44.513142,144.99244699999997,47.073429
S1C_IW_GRDH_1SDV_20251001T081851_20251001T081916_004366_008A78,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T081851_20251001T081916_004366_008A78_31D8/measurement/iw-vv.tiff,2025-10-01T08:19:04.128685Z,141.84419300000002,43.014526,145.325607,44.90387
S1C_IW_GRDH_1SDV_20251001T081822_20251001T081851_004366_008A78,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T081822_20251001T081851_004366_008A78_D592/measurement/iw-vv.tiff,2025-10-01T08:18:36.984124Z,142.25705,41.255299,145.69397000000004,43.405251
S1A_IW_GRDH_1SDV_20251001T081304_20251001T081322_061229_07A2E7,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T081304_20251001T081322_061229_07A2E7_22B6/measurement/iw-vv.tiff,2025-10-01T08:13:13.498949Z,-41.554749000000015,-18.253454,-38.920872,-16.590298
S1A_IW_GRDH_1SDV_20251001T081239_20251001T081304_061229_07A2E7,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T081239_20251001T081304_061229_07A2E7_27CD/measurement/iw-vv.tiff,2025-10-01T08:12:51.743686Z,-41.272369,-17.138117,-38.561942999999985,-15.090429
S1A_IW_GRDH_1SDV_20251001T081214_20251001T081239_061229_07A2E7,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T081214_20251001T081239_061229_07A2E7_926F/measurement/iw-vv.tiff,2025-10-01T08:12:26.743619Z,-40.896198,-15.631689,-38.208763000000005,-13.589388
S1A_IW_GRDH_1SDV_20251001T081149_20251001T081214_061229_07A2E7,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T081149_20251001T081214_061229_07A2E7_2D95/measurement/iw-vv.tiff,2025-10-01T08:12:01.743550Z,-40.52762200000001,-14.124347,-37.862415,-12.087123
S1A_IW_GRDH_1SDV_20251001T081124_20251001T081149_061229_07A2E7,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T081124_20251001T081149_061229_07A2E7_AD4C/measurement/iw-vv.tiff,2025-10-01T08:11:36.743481Z,-40.167427,-12.615999,-37.522609999999986,-10.583533
S1A_IW_GRDH_1SDV_20251001T080944_20251001T081009_061229_07A2E7,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T080944_20251001T081009_061229_07A2E7_2F80/measurement/iw-vv.tiff,2025-10-01T08:09:56.743208Z,-38.7869,-6.576605,-36.189610000000016,-4.565315
S1A_IW_GRDH_1SDV_20251001T080919_20251001T080944_061229_07A2E7,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T080919_20251001T080944_061229_07A2E7_0087/measurement/iw-vv.tiff,2025-10-01T08:09:31.743140Z,-38.451187000000004,-5.066356,-35.86552799999998,-3.059166
S1A_IW_GRDH_1SDV_20251001T080850_20251001T080919_061229_07A2E7,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T080850_20251001T080919_061229_07A2E7_19DA/measurement/iw-vv.tiff,2025-10-01T08:09:04.727595Z,-38.123287000000005,-3.555099,-35.492526999999995,-1.309476
S1A_IW_GRDH_1SDV_20251001T075856_20251001T075924_061229_07A2E5,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T075856_20251001T075924_061229_07A2E5_F82D/measurement/iw-vv.tiff,2025-10-01T07:59:10.587638Z,-30.963122999999996,32.399723,-27.906778000000003,34.448128
S1A_IW_GRDH_1SDV_20251001T075831_20251001T075856_061229_07A2E5,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T075831_20251001T075856_061229_07A2E5_B09F/measurement/iw-vv.tiff,2025-10-01T07:58:44.423638Z,-30.634892000000008,34.04546,-27.552254000000005,35.950932
S1A_IW_GRDH_1SDV_20251001T075806_20251001T075831_061229_07A2E5,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T075806_20251001T075831_061229_07A2E5_86EF/measurement/iw-vv.tiff,2025-10-01T07:58:19.423919Z,-30.332133999999996,35.550098,-27.19086999999999,37.453266
S1A_IW_GRDH_1SDV_20251001T075741_20251001T075806_061229_07A2E5,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T075741_20251001T075806_061229_07A2E5_9019/measurement/iw-vv.tiff,2025-10-01T07:57:54.423445Z,-30.026500999999996,37.054035,-26.822176000000013,38.955055
S1A_IW_GRDH_1SDV_20251001T075716_20251001T075741_061229_07A2E5,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T075716_20251001T075741_061229_07A2E5_FAAB/measurement/iw-vv.tiff,2025-10-01T07:57:29.423718Z,-29.718739,38.557186,-26.44453200000001,40.456211
S1A_IW_GRDH_1SDV_20251001T075651_20251001T075716_061229_07A2E5,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T075651_20251001T075716_061229_07A2E5_B43A/measurement/iw-vv.tiff,2025-10-01T07:57:04.423991Z,-29.405573000000004,40.059292,-26.05780200000001,41.95673
S1A_IW_GRDH_1SDV_20251001T075626_20251001T075651_061229_07A2E5,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T075626_20251001T075651_061229_07A2E5_ACF9/measurement/iw-vv.tiff,2025-10-01T07:56:39.423516Z,-29.088326999999992,41.560608,-25.66069999999999,43.456615
S1A_IW_GRDH_1SDV_20251001T075557_20251001T075626_061229_07A2E5,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T075557_20251001T075626_061229_07A2E5_4929/measurement/iw-vv.tiff,2025-10-01T07:56:12.409505Z,-28.765928000000002,43.060959,-25.185080999999997,45.197235
S1C_IW_GRDH_1SDV_20251001T075356_20251001T075430_004365_008A75,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T075356_20251001T075430_004365_008A75_34BD/measurement/iw-vv.tiff,2025-10-01T07:54:13.503030Z,164.307724,-46.816433,168.31488000000002,-44.114025
S1C_IW_GRDH_1SDV_20251001T075327_20251001T075356_004365_008A75,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T075327_20251001T075356_004365_008A75_7DEF/measurement/iw-vv.tiff,2025-10-01T07:53:42.046927Z,165.195923,-48.530731,169.23260500000004,-46.063488
S1A_IW_GRDH_1SDV_20251001T071521_20251001T071535_061228_07A2E1,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T071521_20251001T071535_061228_07A2E1_6EAC/measurement/iw-vv.tiff,2025-10-01T07:15:28.825680Z,166.43254100000001,-11.954408,168.903214,-10.606907
S1A_IW_GRDH_1SDV_20251001T071456_20251001T071521_061228_07A2E1,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T071456_20251001T071521_061228_07A2E1_D082/measurement/iw-vv.tiff,2025-10-01T07:15:09.466456Z,166.61998,-13.462886,169.26123,-11.431724
S1A_IW_GRDH_1SDV_20251001T071431_20251001T071456_061228_07A2E1,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T071431_20251001T071456_061228_07A2E1_CF87/measurement/iw-vv.tiff,2025-10-01T07:14:44.466449Z,166.965195,-14.970742,169.627274,-12.933951
S1A_IW_GRDH_1SDV_20251001T071406_20251001T071431_061228_07A2E1,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T071406_20251001T071431_061228_07A2E1_BC38/measurement/iw-vv.tiff,2025-10-01T07:14:19.466443Z,167.31550600000003,-16.477503,170.00044300000002,-14.435616
S1A_IW_GRDH_1SDV_20251001T071341_20251001T071406_061228_07A2E1,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T071341_20251001T071406_061228_07A2E1_7A0A/measurement/iw-vv.tiff,2025-10-01T07:13:54.466436Z,167.67228699999998,-17.983957,170.37948600000004,-15.935948
S1A_IW_GRDH_1SDV_20251001T071316_20251001T071341_061228_07A2E1,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T071316_20251001T071341_061228_07A2E1_266D/measurement/iw-vv.tiff,2025-10-01T07:13:29.466429Z,168.03308100000004,-19.489176,170.76791400000002,-17.435759
S1A_IW_GRDH_1SDV_20251001T071247_20251001T071316_061228_07A2E1,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T071247_20251001T071316_061228_07A2E1_EEF7/measurement/iw-vv.tiff,2025-10-01T07:13:02.461289Z,168.401321,-21.234688,171.22976700000004,-18.934055
S1C_IW_GRDH_1SDV_20251001T071013_20251001T071036_004365_008A70,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T071013_20251001T071036_004365_008A70_D1BC/measurement/iw-vv.tiff,2025-10-01T07:10:24.859022Z,-19.730726000000004,26.532949,-16.940438999999998,28.303547
S1C_IW_GRDH_1SDV_20251001T070944_20251001T071013_004365_008A70,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T070944_20251001T071013_004365_008A70_D3C1/measurement/iw-vv.tiff,2025-10-01T07:09:58.919283Z,-19.464972999999986,27.895411,-16.549514999999985,30.066929
S1C_IW_GRDH_1SDV_20251001T070834_20251001T070859_004365_008A6F,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T070834_20251001T070859_004365_008A6F_5DD4/measurement/iw-vv.tiff,2025-10-01T07:08:46.960448Z,-18.675531000000007,32.354675,-15.601207999999986,34.288326
S1C_IW_GRDH_1SDV_20251001T070809_20251001T070834_004365_008A6F,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T070809_20251001T070834_004365_008A6F_2051/measurement/iw-vv.tiff,2025-10-01T07:08:21.809483Z,-18.374155000000002,33.878563,-15.247372000000013,35.791225
S1C_IW_GRDH_1SDV_20251001T070744_20251001T070809_004365_008A6F,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T070744_20251001T070809_004365_008A6F_B3F6/measurement/iw-vv.tiff,2025-10-01T07:07:56.809099Z,-18.07262,35.383385,-14.886797999999999,37.29348
S1C_IW_GRDH_1SDV_20251001T070719_20251001T070744_004365_008A6F,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T070719_20251001T070744_004365_008A6F_A75C/measurement/iw-vv.tiff,2025-10-01T07:07:31.809465Z,-17.76836399999999,36.887337,-14.518722999999994,38.795162
S1C_IW_GRDH_1SDV_20251001T070654_20251001T070719_004365_008A6F,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T070654_20251001T070719_004365_008A6F_8F2E/measurement/iw-vv.tiff,2025-10-01T07:07:06.809813Z,-17.46070900000001,38.390461,-14.142327999999992,40.29623
S1C_IW_GRDH_1SDV_20251001T070629_20251001T070654_004365_008A6F,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T070629_20251001T070654_004365_008A6F_8B58/measurement/iw-vv.tiff,2025-10-01T07:06:41.809430Z,-17.149405,39.892715,-13.756675999999999,41.796776
S1C_IW_GRDH_1SDV_20251001T070604_20251001T070629_004365_008A6F,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T070604_20251001T070629_004365_008A6F_5EAC/measurement/iw-vv.tiff,2025-10-01T07:06:16.809049Z,-16.83379400000001,41.39415,-13.360794999999996,43.296597
S1C_IW_GRDH_1SDV_20251001T070539_20251001T070604_004365_008A6F,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T070539_20251001T070604_004365_008A6F_0FAB/measurement/iw-vv.tiff,2025-10-01T07:05:51.809429Z,-16.513451000000003,42.894531,-12.953519999999997,44.795769
S1C_IW_GRDH_1SDV_20251001T070514_20251001T070539_004365_008A6F,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T070514_20251001T070539_004365_008A6F_E1D0/measurement/iw-vv.tiff,2025-10-01T07:05:26.809794Z,-16.187466,44.393902,-12.533562999999987,46.294254
S1C_IW_GRDH_1SDV_20251001T070449_20251001T070514_004365_008A6F,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T070449_20251001T070514_004365_008A6F_6838/measurement/iw-vv.tiff,2025-10-01T07:05:01.809411Z,-15.856643999999989,45.892204,-12.09943899999999,47.79229
S1C_IW_GRDH_1SDV_20251001T070424_20251001T070449_004365_008A6F,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T070424_20251001T070449_004365_008A6F_3B07/measurement/iw-vv.tiff,2025-10-01T07:04:36.809027Z,-15.517488000000014,47.389462,-11.649540000000002,49.289383
S1C_IW_GRDH_1SDV_20251001T070359_20251001T070424_004365_008A6F,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T070359_20251001T070424_004365_008A6F_9D42/measurement/iw-vv.tiff,2025-10-01T07:04:11.809393Z,-15.170224999999988,48.885426,-11.181941999999992,50.785732
S1C_IW_GRDH_1SDV_20251001T070334_20251001T070359_004365_008A6F,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T070334_20251001T070359_004365_008A6F_ED66/measurement/iw-vv.tiff,2025-10-01T07:03:46.809759Z,-14.81403499999999,50.380108,-10.694459999999992,52.281342
S1C_IW_GRDH_1SDV_20251001T070309_20251001T070334_004365_008A6F,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T070309_20251001T070334_004365_008A6F_E83F/measurement/iw-vv.tiff,2025-10-01T07:03:21.809375Z,-14.447423000000015,51.873421,-10.184530999999993,53.776245
S1C_IW_GRDH_1SDV_20251001T070244_20251001T070309_004365_008A6F,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T070244_20251001T070309_004365_008A6F_E058/measurement/iw-vv.tiff,2025-10-01T07:02:56.808991Z,-14.069086999999996,53.365341,-9.649275999999986,55.270248
S1C_IW_GRDH_1SDV_20251001T070219_20251001T070244_004365_008A6F,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T070219_20251001T070244_004365_008A6F_B13F/measurement/iw-vv.tiff,2025-10-01T07:02:31.809357Z,-13.677582999999998,54.855576,-9.08521300000001,56.763424
S1C_IW_GRDH_1SDV_20251001T070154_20251001T070219_004365_008A6F,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T070154_20251001T070219_004365_008A6F_8138/measurement/iw-vv.tiff,2025-10-01T07:02:06.809723Z,-13.270650999999987,56.344067,-8.48827399999999,58.255699
S1C_IW_GRDH_1SDV_20251001T070125_20251001T070154_004365_008A6F,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T070125_20251001T070154_004365_008A6F_342E/measurement/iw-vv.tiff,2025-10-01T07:01:39.662233Z,-12.845990999999998,57.830647,-7.740366999999992,60.003162
S1C_IW_GRDH_1SDV_20251001T070040_20251001T070059_004365_008A6E,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T070040_20251001T070059_004365_008A6E_BA33/measurement/iw-vv.tiff,2025-10-01T07:00:50.017064Z,-11.839929000000012,61.088272,-6.633985999999993,62.664036
S1C_IW_GRDH_1SDV_20251001T070015_20251001T070040_004365_008A6E,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T070015_20251001T070040_004365_008A6E_0AF6/measurement/iw-vv.tiff,2025-10-01T07:00:27.860935Z,-11.457229000000012,62.231556,-5.855056999999988,64.152077
S1C_IW_GRDH_1SDV_20251001T065950_20251001T070015_004365_008A6E,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T065950_20251001T070015_004365_008A6E_0B4B/measurement/iw-vv.tiff,2025-10-01T07:00:02.860671Z,-10.928506999999996,63.708527,-5.009758000000005,65.638977
S1C_IW_GRDH_1SDV_20251001T065925_20251001T065950_004365_008A6E,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T065925_20251001T065950_004365_008A6E_CFDB/measurement/iw-vv.tiff,2025-10-01T06:59:37.860406Z,-10.363391000000007,65.18232,-4.083498999999989,67.124428
S1C_IW_GRDH_1SDV_20251001T065856_20251001T065925_004365_008A6E,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1C_IW_GRDH_1SDV_20251001T065856_20251001T065925_004365_008A6E_9849/measurement/iw-vv.tiff,2025-10-01T06:59:10.707692Z,-9.752332999999993,66.652206,-2.872714000000002,68.863518
S1A_IW_GRDH_1SDV_20251001T061933_20251001T061958_061228_07A2D9,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T061933_20251001T061958_061228_07A2D9_E793/measurement/iw-vv.tiff,2025-10-01T06:19:46.482740Z,-5.890852999999993,34.853901,-2.6658009999999877,36.769592
S1A_IW_GRDH_1SDV_20251001T061908_20251001T061933_061228_07A2D9,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T061908_20251001T061933_061228_07A2D9_882F/measurement/iw-vv.tiff,2025-10-01T06:19:21.482287Z,-5.576496999999989,36.356323,-2.318423999999993,38.273674
S1A_IW_GRDH_1SDV_20251001T061728_20251001T061753_061228_07A2D9,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T061728_20251001T061753_061228_07A2D9_7D20/measurement/iw-vv.tiff,2025-10-01T06:17:41.481960Z,-4.340683000000013,42.366158,-0.749481000000003,44.272892
S1A_IW_GRDH_1SDV_20251001T061703_20251001T061728_061228_07A2D9,https://sentinel1euwest.blob.core.windows.net/s1-grd/GRD/2025/10/1/IW/DV/S1A_IW_GRDH_1SDV_20251001T061703_20251001T061728_061228_07A2D9_D4C0/measurement/iw-vv.tiff,2025-10-01T06:17:16.482253Z,-4.009400999999997,43.864704,-0.33375899999998637,45.771519
