mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tweedie_variance_power,param_subsample,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
2.334387254714966,0.05728798620536969,0.03709235191345215,0.008183905502937896,1.6,0.8,300,3,7,0.05,0.5,"{'tweedie_variance_power': 1.6, 'subsample': 0.8, 'n_estimators': 300, 'min_child_weight': 3, 'max_depth': 7, 'learning_rate': 0.05, 'colsample_bytree': 0.5}",-0.05616261011655012,-0.06041678208893826,-0.059602258876644436,-0.05942872590622275,-0.06143772546410586,-0.05940962049049229,0.001772463551252774,14
3.3887585639953612,0.14499868222102172,0.04958763122558594,0.005049136104486413,1.6,0.8,800,3,5,0.1,0.7,"{'tweedie_variance_power': 1.6, 'subsample': 0.8, 'n_estimators': 800, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 0.7}",-0.055224779533987585,-0.05803278012703072,-0.057294811286051545,-0.05712739095180182,-0.05987759615527219,-0.05751147161082877,0.0015029123881412155,10
2.2461475849151613,0.09315115677463136,0.048006629943847655,0.039050150121830475,1.4,0.8,300,5,7,0.03,0.5,"{'tweedie_variance_power': 1.4, 'subsample': 0.8, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.03, 'colsample_bytree': 0.5}",-0.05886615077441746,-0.06380577185594118,-0.06339232008654563,-0.061360765491618854,-0.0646584015560813,-0.0624166819529209,0.0020798066510338362,17
2.4591659545898437,0.08752379280794612,0.050333499908447266,0.021550410061763302,1.5,0.9,800,3,4,0.05,0.5,"{'tweedie_variance_power': 1.5, 'subsample': 0.9, 'n_estimators': 800, 'min_child_weight': 3, 'max_depth': 4, 'learning_rate': 0.05, 'colsample_bytree': 0.5}",-0.06093383980100778,-0.06524951947229454,-0.0653368950444727,-0.06379246529778586,-0.06682399040227276,-0.06442734200356673,0.0019927273843731133,24
1.1166731357574462,0.06740504778147485,0.027628469467163085,0.020610685540202105,1.3,0.7,300,5,4,0.03,0.6,"{'tweedie_variance_power': 1.3, 'subsample': 0.7, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.03, 'colsample_bytree': 0.6}",-0.06970104284415182,-0.07454716476839153,-0.07493507861500483,-0.0728643998025861,-0.07488162959275678,-0.07338586312457822,0.0019917746843583157,39
2.6250141620635987,0.06748775468824872,0.0514030933380127,0.014289709804294639,1.2,0.8,500,10,6,0.03,0.6,"{'tweedie_variance_power': 1.2, 'subsample': 0.8, 'n_estimators': 500, 'min_child_weight': 10, 'max_depth': 6, 'learning_rate': 0.03, 'colsample_bytree': 0.6}",-0.06115578796303429,-0.06540988666622569,-0.06509469608801444,-0.06362567987111706,-0.06679715972447316,-0.06441664206257293,0.001916869692468026,23
1.5784955978393556,0.1651058760794995,0.024373817443847656,0.006298784189884805,1.5,0.7,500,5,3,0.03,0.8,"{'tweedie_variance_power': 1.5, 'subsample': 0.7, 'n_estimators': 500, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.03, 'colsample_bytree': 0.8}",-0.07112109604574098,-0.07544017783433604,-0.07640706191720381,-0.07403006930316934,-0.07625830679598045,-0.07465134237928613,0.0019563111469348637,44
4.709579133987427,0.1582784641845106,0.08738117218017578,0.025899291093723045,1.5,0.8,800,10,7,0.1,0.6,"{'tweedie_variance_power': 1.5, 'subsample': 0.8, 'n_estimators': 800, 'min_child_weight': 10, 'max_depth': 7, 'learning_rate': 0.1, 'colsample_bytree': 0.6}",-0.05237546008252597,-0.05481593678349022,-0.05477023210756901,-0.05391667175922111,-0.055929864393132855,-0.05436163302518784,0.001181149289862202,1
1.6002731323242188,0.06794880643919901,0.01831822395324707,0.0016174496863928449,1.4,0.8,300,10,6,0.1,0.8,"{'tweedie_variance_power': 1.4, 'subsample': 0.8, 'n_estimators': 300, 'min_child_weight': 10, 'max_depth': 6, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",-0.05713171058801112,-0.06082044483802442,-0.05977645881998661,-0.05923761668681589,-0.06153800115874107,-0.05970084641831582,0.0015132346873944114,15
1.5243239879608155,0.07378649511617479,0.03132314682006836,0.01703901378885857,1.4,0.7,500,3,3,0.03,0.8,"{'tweedie_variance_power': 1.4, 'subsample': 0.7, 'n_estimators': 500, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.03, 'colsample_bytree': 0.8}",-0.07142320533290052,-0.07559381427066242,-0.07668989434489305,-0.07439049281015075,-0.0763551784934127,-0.07489051705040388,0.001905250301548858,45
3.0690693855285645,0.06993559431197158,0.06441631317138671,0.011872227560612821,1.2,0.9,500,3,6,0.1,0.8,"{'tweedie_variance_power': 1.2, 'subsample': 0.9, 'n_estimators': 500, 'min_child_weight': 3, 'max_depth': 6, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",-0.05418103222415286,-0.05718103310666263,-0.05663158241597351,-0.05597524287397563,-0.058307366310129,-0.056455251386178726,0.0013704497362610167,4
2.2907032012939452,0.11742253889091475,0.04495882987976074,0.0073321166597795,1.5,0.8,800,10,3,0.1,0.8,"{'tweedie_variance_power': 1.5, 'subsample': 0.8, 'n_estimators': 800, 'min_child_weight': 10, 'max_depth': 3, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",-0.06286804148137058,-0.06680684451213582,-0.06776852834204751,-0.06577581940645645,-0.06830172205762111,-0.06630419115992629,0.0019221537288145797,30
2.77676739692688,0.08215118126483806,0.05356078147888184,0.04819048022698114,1.5,0.7,500,5,5,0.01,0.8,"{'tweedie_variance_power': 1.5, 'subsample': 0.7, 'n_estimators': 500, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.01, 'colsample_bytree': 0.8}",-0.06847993988119327,-0.07323210057190396,-0.07352977681948727,-0.07172822463744333,-0.07359522175237156,-0.07211305273247988,0.0019392679991206293,38
1.514925241470337,0.1704016380131961,0.0310577392578125,0.021467885894513015,1.5,0.7,500,10,3,0.1,0.8,"{'tweedie_variance_power': 1.5, 'subsample': 0.7, 'n_estimators': 500, 'min_child_weight': 10, 'max_depth': 3, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",-0.06485941331189808,-0.0696872550798134,-0.06965379509288623,-0.06788634242031094,-0.07107281250268872,-0.06863192368151946,0.0021402621187540994,32
